"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 18 21:51:00 IST 2023","Mon Dec 18 21:51:11 IST 2023","11055","","test.spec.js","","","","zerostep example",""
